动账时间,动帐流水号,动账方向,动账金额,动账账户,动账场景,计费类型,子订单号,订单号,售后编号,下单时间,商品ID,商品名称,达人ID,达人名称,订单类型,订单实付应结,运费实付,实际平台补贴_运费,实际平台补贴,其他平台补贴,以旧换新抵扣,政府补贴平台垫资,实际达人补贴,实际抖音支付补贴,实际抖音月付营销补贴,银行补贴,订单退款,平台服务费,佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,是否免佣,免佣金额,商户主体名称,备注
2026-03-18 06:58:11,'2026031806580320819643072628,入账,28.48,聚合账户,货款结算入账,小店自卖,'6924542943094734483,'6924542943094734483,'SS76147390660644703350095,2026-02-28 20:13:30,'3796351544073519123,电动牵绳小马声光跳萌宠益智早教启蒙【自备2节5号电池,,,普通订单,29.98,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-18 08:03:27,'2026031808032438348562352628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6951120915683939683,'6951120915683939683,'SS76174369241100784790012,2026-03-07 06:23:48,'3807104986970718598,新年款舞狮泡泡机手持户外卡通萌趣舞狮新款吹泡泡网红趣味,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-18 08:10:28,'2026031808102535948467552628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924516147022560784,'6924516147022560784,'SS76143928328763640820115,2026-02-27 07:13:02,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,5.99,0,0,4,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-18 08:43:59,'2026031808435716483950082628,入账,0.28,聚合账户,退款-订单退款触发-退分账,精选联盟,'6924523127551982858,'6924523127551982858,'147402079524082024,2026-02-27 07:49:46,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,,0,广州斌立科技有限公司,服务费返还
2026-03-18 08:44:00,'2026031808435732622021522628,出账,5.5,聚合账户,退款-结算后退款-退用户,精选联盟,'6924523127551982858,'6924523127551982858,'147402079524082024,2026-02-27 07:49:46,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,-5.5,0,0,0,0,0,0,0,,0,广州斌立科技有限公司,已退款
2026-03-18 08:44:22,'2026031808442005207168402628,入账,0.5,聚合账户,退款-订单退款触发-退分账,精选联盟,'6950921302462567686,'6950921302462567686,'147397319894394132,2026-02-27 08:07:23,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,服务费返还
2026-03-18 08:44:23,'2026031808442007600870802628,出账,9.99,聚合账户,退款-结算后退款-退用户,精选联盟,'6950921302462567686,'6950921302462567686,'147397319894394132,2026-02-27 08:07:23,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,-9.99,0,0,0,0,0,0,0,,0,广州斌立科技有限公司,已退款
2026-03-18 08:44:39,'2026031808443631939796542628,出账,9.99,聚合账户,退款-结算后退款-退用户,精选联盟,'6924506518770515162,'6924506518770515162,'147396241337927336,2026-02-26 09:06:50,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,-9.99,0,0,0,0,0,0,0,,0,广州斌立科技有限公司,已退款
2026-03-18 08:44:39,'2026031808443721349338032628,入账,0.5,聚合账户,退款-订单退款触发-退分账,精选联盟,'6924506518770515162,'6924506518770515162,'147396241337927336,2026-02-26 09:06:50,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,服务费返还
2026-03-18 08:45:06,'2026031808450410948124622628,入账,0.5,聚合账户,退款-订单退款触发-退分账,精选联盟,'6924506490387922138,'6924506490387922138,'147396241319133292,2026-02-26 09:07:35,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,服务费返还
2026-03-18 08:45:07,'2026031808450333512824702628,出账,9.99,聚合账户,退款-结算后退款-退用户,精选联盟,'6924506490387922138,'6924506490387922138,'147396241319133292,2026-02-26 09:07:35,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,-9.99,0,0,0,0,0,0,0,,0,广州斌立科技有限公司,已退款
2026-03-18 08:54:52,'2026031808544908774989182628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6951103469641930083,'6951103469641930083,'SS76174369285305311230200,2026-03-07 06:17:54,'3807104986970718598,新年款舞狮泡泡机手持户外卡通萌趣舞狮新款吹泡泡网红趣味,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-19 01:57:04,'2026031901565632494720632628,入账,10.44,聚合账户,货款结算入账,精选联盟,'6924597712887316402,'6924597712887316402,'SS76151063951379993700115,2026-03-02 06:40:31,'3802124055222550739,电动牵绳大号翅马声光跳萌宠益智早教启蒙科学实验自备3节5号电池,'1400117048905447,欣晴玩具,普通订单,10.99,0,0,0,0,0,0,0,0,0,0,0,-0.55,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-19 04:55:39,'2026031904553531807247822628,入账,14.24,聚合账户,货款结算入账,小店自卖,'6924602538206068191,'6924602538206068191,'SS76151061563128056580090,2026-03-02 12:00:28,'3796351544073519123,电动牵绳小马声光跳萌宠益智早教启蒙【自备2节5号电池,,,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-19 05:05:59,'2026031905055517117683262628,入账,10.44,聚合账户,货款结算入账,精选联盟,'6951003138341737761,'6951003138341737761,'SS76151065011113009040202,2026-03-02 07:21:09,'3802124055222550739,电动牵绳大号翅马声光跳萌宠益智早教启蒙科学实验自备3节5号电池,'1400117048905447,欣晴玩具,普通订单,10.99,0,0,0,0,0,0,0,0,0,0,0,-0.55,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-19 05:41:55,'2026031905415138172101662628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950981385729479693,'6950981385729479693,'SS76151060594931960730096,2026-03-02 07:30:35,'3806128908273844523,男孩塑料【平板拖车 带挖机 】惯性玩具 33厘米 工程车,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-19 06:55:25,'2026031906552208358180302628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924595338814782813,'6924595338814782813,'SS76151061694863444990030,2026-03-02 07:03:54,'3796351544073519123,电动牵绳小马声光跳萌宠益智早教启蒙科学实验【自备2节5号电池,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-19 08:52:18,'2026031908521610722844422628,入账,8.54,聚合账户,货款结算入账,精选联盟,'6950974171866600843,'6950974171866600843,'SS76151072266762982740110,2026-03-02 06:32:07,'3805185742188183703,2026新年小马电动牵绳玩具灯光音乐会走动小马趣味投影宠物玩具,'1400117048905447,欣晴玩具,普通订单,8.99,0,0,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-19 08:53:29,'2026031908532611688842342628,入账,0.5,聚合账户,退款-订单退款触发-退分账,精选联盟,'6950891563166209812,'6950891563166209812,'147404270611530773,2026-02-26 08:46:46,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,服务费返还
2026-03-19 08:53:29,'2026031908532732003241342628,出账,9.99,聚合账户,退款-结算后退款-退用户,精选联盟,'6950891563166209812,'6950891563166209812,'147404270611530773,2026-02-26 08:46:46,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,-9.99,0,0,0,0,0,0,0,,0,广州斌立科技有限公司,已退款
2026-03-19 08:57:24,'2026031908572209904463822628,入账,10.44,聚合账户,货款结算入账,精选联盟,'6924580650321804396,'6924580650321804396,'SS76151065306273882010133,2026-03-02 06:38:50,'3802124055222550739,电动牵绳大号翅马声光跳萌宠益智早教启蒙科学实验自备3节5号电池,'1400117048905447,欣晴玩具,普通订单,10.99,0,0,0,0,0,0,0,0,0,0,0,-0.55,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-19 09:51:36,'2026031909513431392937592628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950998775598814337,'6950998775598814337,'SS76151061536303559870170,2026-03-02 07:04:39,'3796351544073519123,电动牵绳小马声光跳萌宠益智早教启蒙科学实验【自备2节5号电池,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-19 11:04:14,'2026031911040936368064262628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924593111919000990,'6924593111919000990,'SS76151060591039124540176,2026-03-02 06:57:08,'3806128908273844523,男孩塑料【平板拖车 带挖机 】惯性玩具 33厘米 工程车,'1400117048905447,欣晴玩具,普通订单,5.99,0,0,4,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-19 12:41:39,'2026031912413629205140482628,入账,10.44,聚合账户,货款结算入账,精选联盟,'6924586412979814336,'6924586412979814336,'SS76151065401916175510236,2026-03-02 06:39:24,'3802124055222550739,电动牵绳大号翅马声光跳萌宠益智早教启蒙科学实验自备3节5号电池,'1400117048905447,欣晴玩具,普通订单,10.99,0,0,0,0,0,0,0,0,0,0,0,-0.55,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-19 20:21:07,'2026031920205705005358482628,入账,0.28,聚合账户,退款-订单退款触发-退分账,精选联盟,'6924520739728161856,'6924520739728161856,'147404963511084471,2026-02-27 08:06:19,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,,0,广州斌立科技有限公司,服务费返还
2026-03-19 20:21:08,'2026031920205735715036682628,出账,0.56,聚合账户,退款-订单退款触发-退补贴,精选联盟,'6924520739728161856,'6924520739728161856,'147404963511084471,2026-02-27 08:06:19,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,-0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,广州斌立科技有限公司,平台补贴扣回
2026-03-19 20:21:08,'2026031920205613467656032628,出账,5,聚合账户,退款-结算后退款-退用户,精选联盟,'6924520739728161856,'6924520739728161856,'147404963511084471,2026-02-27 08:06:19,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,,0,广州斌立科技有限公司,已退款
2026-03-20 01:55:58,'2026032001555208906017912628,入账,20.88,聚合账户,货款结算入账,精选联盟,'6950911118431295331,'6950911118431295331,'SS76155377929877752510141,2026-02-26 06:54:14,'3802124055222550739,电动牵绳大号翅马声光跳萌宠益智早教启蒙科学实验自备3节5号电池,'1400117048905447,欣晴玩具,普通订单,21.98,0,0,0,0,0,0,0,0,0,0,0,-1.1,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-20 04:53:40,'2026032004533616026012622628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924482407479409673,'6924482407479409673,'SS76155382615805960180246,2026-02-24 20:12:39,'3805185742188183703,2026新年小马电动牵绳玩具灯光音乐会走动小马趣味投影宠物玩具,'7595415258585351205,欣儿玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-20 06:41:10,'2026032006410512881761642628,出账,5.43,聚合账户,上门取件运费,,'6924527506240798513,'6924527506240798513,'147400575477659889,,,,,,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,广州斌立科技有限公司,因商品存在品质问题，扣除商家相应金额进行运费赔付-订单6924527506240798513-售后单147400575477659889-运单YT2538476370165
2026-03-20 12:25:10,'2026032012250608856089702628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950883059657283239,'6950883059657283239,'SS76155386688575081230119,2026-02-24 20:13:12,'3805185742188183703,2026新年小马电动牵绳玩具灯光音乐会走动小马趣味投影宠物玩具,'7595415258585351205,欣儿玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-20 12:55:27,'2026032012552313560717302628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950858743583544999,'6950858743583544999,'SS76155387002774653960232,2026-02-24 20:12:37,'3805185742188183703,2026新年小马电动牵绳玩具灯光音乐会走动小马趣味投影宠物玩具,'7595415258585351205,欣儿玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-21 06:43:01,'2026032106425524005555632628,入账,18.99,聚合账户,货款结算入账,小店自卖,'6924776376369577624,'6924776376369577624,'SS76184953152559024980235,2026-03-10 21:17:15,'3805374372856856962,2026新款海豚冲电泡泡机爆款卡通七彩泡泡机创意灯光连发泡泡枪,,,普通订单,19.99,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-21 17:48:00,'2026032117474626262413432628,出账,9.99,聚合账户,退款-结算后退款-退用户,精选联盟,'6924527506240798513,'6924527506240798513,'147400575477659889,2026-02-27 08:09:33,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,-9.99,0,0,0,0,0,0,0,,0,广州斌立科技有限公司,已退款
2026-03-21 17:48:00,'2026032117475307321034432628,入账,0.5,聚合账户,退款-订单退款触发-退分账,精选联盟,'6924527506240798513,'6924527506240798513,'147400575477659889,2026-02-27 08:09:33,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,服务费返还
2026-03-22 09:49:25,'2026032209492301767022622628,入账,16.14,聚合账户,货款结算入账,小店自卖,'6951065335984887386,'6951065335984887386,'SS76162279890052549120041,2026-03-05 11:56:44,'3802124055222550739,电动牵绳大号翅马声光跳萌宠益智早教启蒙自备3节5号电池,,,普通订单,16.99,0,0,0,0,0,0,0,0,0,0,0,-0.85,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-23 12:03:21,'2026032312031601102973982628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924497283242687707,'6924497283242687707,'SS76192757455797783310130,2026-02-26 07:45:20,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-25 19:24:05,'2026032519235413213535152628,出账,6.36,聚合账户,消费者赔付,,'6924586434291399699,'6924586434291399699,'147383064462215930,,,,,,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,广州斌立科技有限公司,因商家/商品存在“退运费”问题，对消费者进行赔付
2026-03-26 08:52:39,'2026032608523521947358812628,入账,14.24,聚合账户,货款结算入账,小店自卖,'6951148469548357428,'6951148469548357428,'SS76177092137770194260140,2026-03-09 09:46:18,'3796351544073519123,电动牵绳小马声光跳萌宠益智早教启蒙【自备2节5号电池,,,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-27 03:06:36,'2026032703062934994265702628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924597767242546717,'6924597767242546717,'SS76206733193395248640070,2026-03-02 07:43:56,'3806126503066992804,2026电动牵绳黄色老虎灯光音乐3D投影爬行玩具【自备3节5号电池,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-29 05:10:15,'2026032905101033935406442628,入账,7.59,聚合账户,货款结算入账,小店自卖,'6924961444570102786,'6924961444570102786,'SS76214429575282079120212,2026-03-18 17:40:19,'3806721566474109311,小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪卡通手动创意玩具吹泡泡,,,普通订单,7.99,0,0,0,0,0,0,0,0,0,0,0,-0.4,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-30 06:22:31,'2026033006222611624450562628,入账,14.24,聚合账户,货款结算入账,小店自卖,'6951247415553955069,'6951247415553955069,'SS76191963799780559710149,2026-03-12 20:26:09,'3796351544073519123,电动牵绳小马声光跳萌宠益智早教启蒙【自备2节5号电池,,,普通订单,11.99,0,0,0,0,0,0,0,0,3,0,0,-0.75,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-30 12:32:30,'2026033012322440063841632628,入账,14.24,聚合账户,货款结算入账,小店自卖,'6924816857954745710,'6924816857954745710,'SS76191963924655846400170,2026-03-12 20:10:27,'3796351544073519123,电动牵绳小马声光跳萌宠益智早教启蒙【自备2节5号电池,,,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:35:28,'2026033101352220348605862628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951647660412704469,'6951647660412311253,'SS76222837489145288060187,2026-03-28 19:54:21,'3811125791354388719,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:35:39,'2026033101353239602097142628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951656366404867797,'6951656366404474581,'SS76222833016689997300043,2026-03-28 19:55:47,'3811125791354388719,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:35:41,'2026033101353517073113752628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951638349495539413,'6951638349495277269,'SS76222265813235637820200,2026-03-28 15:39:07,'3811101039491416757,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:35:44,'2026033101353823752384522628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951638369073764053,'6951638369073239765,'SS76222260364376312820090,2026-03-28 15:44:34,'3811101161897984148,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:35:51,'2026033101354416406123872628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951656366404474581,'6951656366404474581,'SS76222832985468482980214,2026-03-28 19:55:47,'3811125698911928762,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:35:53,'2026033101354633402721632628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951632019343939285,'6951632019343480533,'SS76222833823319334670023,2026-03-28 19:55:31,'3811127474906071190,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:36:33,'2026033101362540656410122628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951632020625823445,'6951632020625561301,'SS76222861226940997380141,2026-03-28 19:52:56,'3811127831480631487,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:36:41,'2026033101363523751890352628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951638369073698517,'6951638369073239765,'SS76222260273934994550142,2026-03-28 15:44:34,'3811100236257034539,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:37:21,'2026033101371434408369022628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951618083985037013,'6951618083984774869,'SS76222264280628759460186,2026-03-28 15:39:42,'3811101039491416757,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:37:57,'2026033101375132424801742628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951638349495473877,'6951638349495277269,'SS76222265943455708510240,2026-03-28 15:39:07,'3811101136111403242,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:38:07,'2026033101380017007293592628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951656392431245013,'6951656392430655189,'SS76222839451256960340189,2026-03-28 19:53:25,'3811128271622504474,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:38:34,'2026033101382516654011312628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951649456050673365,'6951649456050149077,'SS76222259500081651470155,2026-03-28 15:45:01,'3811101161897984148,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:38:41,'2026033101383331930616512628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951638349495604949,'6951638349495277269,'SS76222265908223347580080,2026-03-28 15:39:07,'3811098713716293642,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 01:38:49,'2026033101384037093545232628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951656394459190997,'6951656394458732245,'SS76222838291181084790178,2026-03-28 19:53:52,'3811128042026303570,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 02:27:53,'2026033102274339020303712628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951649456050280149,'6951649456050149077,'SS76222259382980124700006,2026-03-28 15:45:01,'3811100255592776059,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 02:27:56,'2026033102274311123924842628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951656366404605653,'6951656366404474581,'SS76222832923246763900028,2026-03-28 19:55:47,'3811128042026303570,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 02:28:04,'2026033102275602158638512628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951643008361567957,'6951643008361305813,'SS76222263366815255500168,2026-03-28 15:43:50,'3811098713716293642,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 02:28:06,'2026033102280021854786822628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951638342030726869,'6951638342030661333,'SS76222265126002199460009,2026-03-28 15:39:26,'3811101161897984148,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-31 02:28:10,'2026033102280327101104902628,入账,2.09,聚合账户,货款结算入账,小店自卖,'6951656394459125461,'6951656394458732245,'SS76222838292943342350047,2026-03-28 19:53:52,'3811128372696842351,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,,,普通订单,2.2,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
